PROC_REA,NOME_PROC
404020089,EXCISAO DE RANULA OU FENOMENO DE RETENCAO SALIVAR
404020143,GLOSSECTOMIA PARCIAL
404020232,RECONSTRUCAO TOTAL OU PARCIAL DE LABIO
404020240,RECONSTRUCAO TOTAL OU PARCIAL DE NARIZ
404020275,RESSECCAO DE LESAO MALIGNA E BENIGNA DA REGIAO CRANIO E BUCOMAXILOFACIAL
404020313,RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE
404020321,RINOPLASTIA PARA DEFEITOS POS-TRAUMATICOS
404020356,TRATAMENTO CIRURGICO DE FISTULA E CISTOS ORO-MAXILARES
404020380,TRATAMENTO CIRURGICO DE OSTEOMIELITE DE OSSOS DA FACE
404020399,TRATAMENTO CIRURGICO DE PARALISIA FACIAL (SUSPENSAO DE HEMIFACE)
404020429,TRATAMENTO CIRURGICO DO SOALHO DA ORBITA
404020453,OSTEOTOMIA DA MAXILA
404020461,OSTEOTOMIA DA MANDIBULA
404020470,RECONSTRUCAO DO SULCO GENGIVO-LABIAL
404020496,OSTEOSSINTESE DE FRATURA UNILATERAL DO CONDILO MANDIBULAR
404020500,OSTEOSSINTESE DA FRATURA COMPLEXA DA MANDIBULA
404020518,OSTEOSSINTESE DE FRATURA COMPLEXA DA MAXILA
404020526,OSTEOSSINTESE DE FRATURA DO COMPLEXO ORBITO-ZIGOMATICO-MAXILAR
404020534,OSTEOSSINTESE DE FRATURA DO COMPLEXO NASO-ORBITO-ETMOIDAL
404020542,REDUCAO CIRURGICA DE FRATURA DOS OSSOS PROPRIOS DO NARIZ
404020550,OSTEOSSINTESE DE FRATURA SIMPLES DE MANDIBULA
404020569,ARTROPLASTIA DA ARTICULACAO TEMPORO-MANDIBULAR (RECIDIVANTE OU NAO)
404020585,REDUCAO DE FRATURA DA MAXILA - LE FORT I SEM OSTEOSSINTESE.
404020607,REDUCAO DE FRATURA DA MANDIBULA SEM OSTEOSSINTESE.
404020640,TRATAMENTO CIRURGICO DE ANQUILOSE DA ARTICULACAO TEMPORO-MANDIBULAR
404020658,"TRATAMENTO CIRURGICO DE OSTEOMA, ODONTOMA /OUTRAS LESOES ESPECIFICADAS"
404020666,TRATAMENTO CIRURGICO DE FRATURA DO OSSO ZIGOMATICO SEM OSTEOSSINTESE
404020704,OSTEOSSINTESE DA FRATURA DO OSSO ZIGOMATICO
404020739,RECONSTRUCAO PARCIAL DE MANDIBULA / MAXILA
404020771,RESSECCAO DE LESAO DA BOCA
404020780,RECONSTRUCAO TOTAL DE MANDIBULA/MAXILA
404030041,MICROCIRURGIA OTOLOGICA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030050,OSTEOTOMIA DA MANDIBULA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030076,LABIOPLASTIA UNILATERAL EM DOIS TEMPOS
404030106,PALATOPLASTIA PRIMARIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030122,LABIOPLASTIA SECUNDARIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030130,RINOSEPTOPLASTIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030246,TRATAMENTO CIRURGICO DE FISTULA ORO-SINUSAL EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030262,PALATOPLASTIA SECUNDARIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
404030289,TRATAMENTO CIRURGICO REPARADOR DA FISSURA FACIAL RARA EM PACIENTES COM ANOMALIA CRANIO E BUCOMAXILO
404030327,OSTEOPLASTIA FRONTO - ORBITAL
405010010,CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO
405010028,CORRECAO CIRURGICA DE EPICANTO E TELECANTO
405010036,DACRIOCISTORRINOSTOMIA
405010079,EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS
405010125,RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA
405010133,RECONSTITUICAO TOTAL DE PALPEBRA
405010176,SUTURA DE PALPEBRAS
405020015,CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)
405020023,CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS)
405030096,SUTURA DE ESCLERA
405030134,VITRECTOMIA ANTERIOR
405030142,VITRECTOMIA POSTERIOR
405030169,VITRECTOMIA POSTERIOR COM INFUSAO DE PERFLUOCARBONO E ENDOLASER
405030177,VITRECTOMIA POSTERIOR COM INFUSAO DE PERFLUOCARBONO/OLEO DE SILICONE/ENDOLASER
405030193,PAN-FOTOCOAGULACAO DE RETINA A LASER
405040059,DESCOMPRESSAO DE ORBITA
405040067,ENUCLEACAO DE GLOBO OCULAR
405040075,EVISCERACAO DE GLOBO OCULAR
405040105,EXPLANTE DE LENTE INTRA OCULAR
405040148,ORBITOTOMIA
405040156,RECONSTITUICAO DE CAVIDADE ORBITARIA
405040164,RECONSTITUICAO DE PAREDE DA ORBITA
405040202,TRATAMENTO DE PTOSE PALPEBRAL
405050046,CICLOCRIOCOAGULACAO / DIATERMIA
405050097,FACECTOMIA COM IMPLANTE DE LENTE INTRA-OCULAR
405050135,IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA
405050224,RECONSTITUICAO DE FORNIX CONJUNTIVAL
405050232,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO
405050321,TRABECULECTOMIA
405050372,FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL
405050402,RADIACAO PARA CROSS LINKING CORNEANO
406010048,AMPLIACAO DE VIA DE SAIDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES
406010072,ANASTOMOSE CAVO-PULMONAR TOTAL
406010102,CARDIORRAFIA
406010137,CORRECAO DE ANEURISMA / DISSECCAO DA AORTA TORACO-ABDOMINAL
406010153,CORRECAO DE ATRESIA PULMONAR E COMUNICACAO INTERVENTRICULAR
406010196,CORRECAO DE COMUNICACAO INTERVENTRICULAR
406010218,CORRECAO DE COR TRIATRIATUM
406010250,CORRECAO DE DRENAGEM ANOMALA TOTAL DE VEIAS PULMONARES
406010331,CORRECAO DE HIPOPLASIA DE VENTRICULO ESQUERDO
406010412,CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL NO RECEM-NASCIDO
406010420,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANCA E ADOLESCENTE)
406010463,CORRECAO DE TRONCO ARTERIOSO PERSISTENTE
406010498,CORRECAO DO CANAL ATRIO-VENTRICULAR (TOTAL)
406010510,DRENAGEM C/ BIOPSIA DE PERICARDIO
406010536,FECHAMENTO DE COMUNICACAO INTERATRIAL
406010544,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR
406010579,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCARDICO POR TORACOTOMIA P
406010587,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO
406010609,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO
406010633,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSVENOSO
406010650,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO
406010676,IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENOSO
406010684,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO
406010692,IMPLANTE DE PROTESE VALVAR
406010773,PERICARDIOCENTESE
406010790,PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL
406010803,PLASTICA VALVAR
406010820,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA
406010838,RECONSTRUCAO DA RAIZ DA AORTA
406010846,RECONSTRUCAO DA RAIZ DA AORTA C/ TUBO VALVADO
406010862,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO
406010900,RESSECCAO DE TUMOR INTRACARDIACO
406010919,RETIRADA DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL
406010927,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORPOREA
406010935,REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)
406010986,TROCA DE AORTA ASCENDENTE
406011109,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR DE CAMARA UNICA / DUPLA
406011117,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR MULTI-SITIO
406011125,TROCA DE GERADOR DE MARCAPASSO DE CAMARA DUPLA
406011133,TROCA DE GERADOR DE MARCAPASSO DE CAMARA UNICA
406011141,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO
406011150,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO DE CAMARA UNICA
406011168,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR
406011184,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE CAMARA DUPLA
406011206,TROCA VALVAR C/ REVASCULARIZACAO MIOCARDICA
406011281,AMPLIACAO DE VIA DE SAIDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES (CRIANCA E ADOLESCENTE)
406011303,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL (CRIANCA E ADOLESCENTE)
406011311,ANASTOMOSE SISTEMICO-PULMONAR (CRIANCA E ADOLESCENTE)
406011320,BANDAGEM DA ARTERIA PULMONAR (CRIANCA E ADOLESCENTE)
406011427,CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANCA E ADOLESCENTE)
406011451,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANCA E ADOLESCENTE)
406011460,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANCA E ADOLESCENTE)
406011494,RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANCA E ADOLESCENTE)
406020043,ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL
406020051,ANEURISMECTOMIA TORACO-ABDOMINAL
406020078,IMPLANTACAO DE CATETER DE LONGA PERMANENCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL
406020116,DRENAGEM DE GANGLIO LINFATICO
406020124,EMBOLECTOMIA ARTERIAL
406020159,EXERESE DE GANGLIO LINFATICO
406020167,FASCIOTOMIA P/ DESCOMPRESSAO
406020221,LINFADENECTOMIA RADICAL AXILAR UNILATERAL
406020248,LINFADENECTOMIA RADICAL CERVICAL UNILATERAL
406020256,LINFADENECTOMIA RADICAL INGUINAL BILATERAL
406020264,LINFADENECTOMIA RADICAL INGUINAL UNILATERAL
406020302,PLASTIA ARTERIAL COM REMENDO (QUALQUER TECNICA)
406020310,PONTE AXILO-BIFEMURAL
406020337,PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS
406020345,PONTE FEMORO-FEMURAL CRUZADA
406020353,PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL
406020370,PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA
406020388,PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL
406020426,REVASCULARIZACAO DO MEMBRO SUPERIOR
406020434,REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS
406020442,REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA DISTAL
406020450,REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA PROXIMAL
406020477,TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO
406020515,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR UNILATERAL
406020523,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR BILATERAL
406020531,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR UNILATERAL
406020540,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DO ABDOMEN
406020558,TRATAMENTO CIRURGICO DE LINFEDEMA
406020566,TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)
406020574,TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL)
406020590,TROMBECTOMIA DO SISTEMA VENOSO
406030014,ANGIOPLASTIA CORONARIANA
406030022,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS
406030030,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT
406030049,ANGIOPLASTIA CORONARIANA PRIMARIA
406030057,ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS
406030073,ANGIOPLASTIA EM ENXERTO CORONARIANO (COM IMPLANTE DE STENT)
406030081,ATRIOSEPTOSTOMIA COM CATETER BALAO
406030090,FECHAMENTO PERCUTANEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS COM LIBERACAO DE COILS
406030103,RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TECNICAS HEMODINAMICAS
406030111,VALVULOPLASTIA AORTICA PERCUTANEA
406030120,VALVULOPLASTIA MITRAL PERCUTANEA
406030138,VALVULOPLASTIA PULMONAR PERCUTANEA
406030154,FECHAMENTO PERCUTANEO DE COMUNICACAO INTERATRIAL SEPTAL.
406040010,ALCOOLIZACAO PERCUTANEA DE HEMANGIOMA E MALFORMACAO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)
406040028,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (COM STENT)"
406040044,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (SEM STENT)"
406040052,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)
406040060,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NAO RECOBERTO)
406040095,ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (COM STENT NAO RECOBERTO)
406040109,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT NAO RECOBERTO
406040125,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS
406040133,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (COM STENT RECOBERTO)
406040141,COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFERICA E EMBOLIA PULMONAR)
406040150,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL COM ENDOPROTESE RETA / CONICA
406040168,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS COM ENDOPROTESE BIF
406040176,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA TORACICA COM ENDOPROTESE RETA OU CONIC
406040184,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DAS ILIACAS COM ENDOPROTESE TUBULAR
406040192,EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGR
406040206,EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO)
406040230,FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLITICO)
406040265,IMPLANTACAO DE SHUNT INTRA-HEPATICO PORTO-SISTEMICO (TIPS) COM STENT NAO RECOBERTO
406040273,OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA / VEIA
406040303,TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU EN
406040311,TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTANEA (INCLUI ESTUDO ANGIOGRAFICO)
406040320,TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS
406040338,TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA
406050015,ESTUDO ELETROFISIOLOGICO DIAGNOSTICO
406050023,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE FLUTTER ATRIAL)
406050031,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE TAQUICARDIA ATRIAL DIREITA)
406050040,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANOMA
406050058,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DO NODULO ARCHOV-TAWARA)
406050066,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DAS VIAS ANOMALAS MULTIPLAS)
406050074,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE FIBRILACAO ATRIAL)
406050082,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)
406050090,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)
406050112,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA VENTRICULAR IDIOPATICA DO SEIO D
406050120,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA VENTRICULAR SUSTENTADA COM CARDIO
406050139,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE VIAS ANOMALAS ESQUERDAS)
407010084,ESOFAGOPLASTIA / GASTROPLASTIA
407010092,ESOFAGORRAFIA CERVICAL
407010114,ESOFAGOSTOMIA
407010122,GASTRECTOMIA COM OU SEM DESVIO DUODENAL
407010130,GASTRECTOMIA PARCIAL COM OU SEM VAGOTOMIA
407010165,GASTROENTEROANASTOMOSE
407010173,GASTROPLASTIA COM DERIVACAO INTESTINAL
407010190,GASTRORRAFIA
407010203,GASTRORRAFIA VIDEOLAPAROSCOPICA
407010211,GASTROSTOMIA
407010220,GASTROSTOMIA VIDEOLAPAROSCOPICA
407010238,PILOROPLASTIA
407010297,TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO
407010386,CIRURGIA BARIATRICA POR VIDEOLAPAROSCOPIA
407020039,APENDICECTOMIA
407020047,APENDICECTOMIA VIDEOLAPAROSCOPICA
407020063,COLECTOMIA PARCIAL (HEMICOLECTOMIA)
407020098,COLORRAFIA POR VIA ABDOMINAL
407020101,COLOSTOMIA
407020136,DRENAGEM DE ABSCESSO ANU-RETAL
407020144,DRENAGEM DE ABSCESSO ISQUIORRETAL
407020179,ENTERECTOMIA
407020187,ENTEROANASTOMOSE (QUALQUER SEGMENTO)
407020195,ENTEROPEXIA (QUALQUER SEGMENTO)
407020209,ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO)
407020217,ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL
407020225,EXCISAO DE LESAO / TUMOR ANU-RETAL
407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
407020276,FISTULECTOMIA / FISTULOTOMIA ANAL
407020284,HEMORROIDECTOMIA
407020292,HERNIORRAFIA COM RESSECCAO INTESTINAL (HERNIA ESTRANGULADA)
407020306,JEJUNOSTOMIA / ILEOSTOMIA
407020322,PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
407020349,PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO
407020357,PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL
407020365,REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA
407020381,REMOCAO CIRURGICA DE FECALOMA
407020403,RETOSSIGMOIDECTOMIA ABDOMINAL
407020420,TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
407020462,TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL
407020470,TRATAMENTO CIRURGICO DE PROLAPSO ANAL
407030018,ANASTOMOSE BILEO-DIGESTIVA
407030026,COLECISTECTOMIA
407030034,COLECISTECTOMIA VIDEOLAPAROSCOPICA
407030042,COLECISTOSTOMIA
407030050,COLEDOCOPLASTIA
407030069,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA
407030123,ESPLENECTOMIA
407030131,HEPATECTOMIA PARCIAL
407030166,HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
407030182,PANCREATECTOMIA PARCIAL
407030247,TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS
407030255,COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA TERAPEUTICA
407040013,DRENAGEM DE ABSCESSO PELVICO
407040021,DRENAGEM DE ABSCESSO SUBFRENICO
407040030,DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL
407040048,HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL)
407040056,HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA)
407040064,HERNIOPLASTIA EPIGASTRICA
407040080,HERNIOPLASTIA INCISIONAL
407040099,HERNIOPLASTIA INGUINAL (BILATERAL)
407040102,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)
407040110,HERNIOPLASTIA RECIDIVANTE
407040129,HERNIOPLASTIA UMBILICAL
407040137,HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA
407040145,HERNIORRAFIA SEM RESSECCAO INTESTINAL (HERNIA ESTRANGULADA )
407040153,HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA
407040161,LAPAROTOMIA EXPLORADORA
407040170,LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA
407040188,LIBERACAO DE ADERENCIAS INTESTINAIS
407040200,PERITONIOSTOMIA COM TELA INORGANICA
407040226,REPARACAO DE OUTRAS HERNIAS
407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)
407040250,TRATAMENTO CIRURGICO DE PERITONITE
408010045,ARTROPLASTIA ESCAPULO-UMERAL PARCIAL
408010053,ARTROPLASTIA ESCAPULO-UMERAL TOTAL
408010061,ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISAO / RECONSTRUCAO
408010118,OSTEOTOMIA DA CLAVICULA OU DA ESCAPULA
408010134,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO ESCAPULO-UMERAL
408010142,REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
408010150,TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA
408010169,TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA
408010185,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR
408010193,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA
408010215,TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL
408010223,TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA
408010231,TRATAMENTO CIRURGICO DA SINDROME DO IMPACTO SUB-ACROMIAL
408020016,AMPUTACAO / DESARTICULACAO DE MAO E PUNHO
408020024,AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES
408020032,ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO SUPERIOR
408020040,ARTROPLASTIA DE ARTICULACAO DA MAO
408020059,ARTROPLASTIA DE CABECA DO RADIO
408020105,FASCIOTOMIA DE MEMBROS SUPERIORES
408020121,REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MAO
408020148,RECONSTRUCAO DE POLIA TENDINOSA DOS DEDOS DA MAO
408020156,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DE COTOVELO
408020164,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DO EXTREMO PROXIMAL DO UMERO
408020172,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA NO PUNHO
408020180,REDUCAO INCRUENTA DE FRATURA / LUXACAO DE MONTEGGIA OU DE GALEAZZI
408020199,REDUCAO INCRUENTA DE FRATURA DA DIAFISE DO UMERO
408020202,REDUCAO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRACO
408020210,REDUCAO INCRUENTA DE FRATURA DOS METACARPIANOS
408020229,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO COTOVELO
408020245,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO NO PUNHO
408020261,REIMPLANTE DO TERCO DISTAL DO ANTEBRACO ATE OS METACARPIANOS
408020270,REIMPLANTE OU REVASCULARIZACAO AO NIVEL DA MAO E OUTROS DEDOS (EXCETO POLEGAR)
408020300,TENOSINOVECTOMIA EM MEMBRO SUPERIOR
408020326,TRATAMENTO CIRURGICO DE DEDO EM GATILHO
408020334,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO
408020342,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO)
408020350,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE EPI~CONDILO / EPITROCLEA DO UMERO
408020369,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA /
408020377,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS
408020385,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO
408020393,TRATAMENTO CIRUGICO DE FRATURA DA DIAFISE DO UMERO
408020407,TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO
408020415,TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO
408020423,TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRACO (C/ SINTESE)
408020431,TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA
408020440,TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DOS OSSOS DO ANTEBRACO
408020458,TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI
408020466,TRATAMENTO CIRURGICO DE FRATURAS DOS OSSOS DO CARPO
408020482,TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO
408020512,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO CARPO-METACARPIANA
408020520,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO DOS OSSOS DO CARPO
408020539,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METACARPO-FALANGIANA
408020547,TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXACAO DO COTOVELO
408020555,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA MAO
